sim_time,phone_lat,phone_lon,gps_x,gps_y,gt_x,gt_y,matched,edge_id,lane_index,lane_pos,is_internal_edge,raw_x,raw_y,matched_x,matched_y,matched_lat,matched_lon,match_error_m,unmatched_reason
1,-37.90918003,145.1322461,473.7291117,1267.162459,476.93,1284.79,True,28533357#1,0,17.13293702245703,False,496.8533605870325,1249.2564608510584,505.72205328048625,1249.0229198416089,-37.90918373445405,145.13234688201072,8.87176710097906,
2,-37.90921215,145.1322668,473.0268462,1272.159309,476.93,1284.79,True,28533357#1,0,20.610335481448555,False,498.7446550320601,1245.728729793802,505.63113546352906,1245.5467101250993,-37.90921503257368,145.13234505643587,6.8888855334371355,
3,-37.90920806,145.1322796,471.7866339,1275.069598,476.93,1284.79,True,28533357#1,0,20.104873318416935,False,499.86089965718566,1246.205123406835,505.6443509511872,1246.051999496789,-37.909210483191316,145.13234532179501,5.785478009803177,
4,-37.90923605,145.1322633,477.7709816,1282.304613,476.93,1284.79,True,28533357#1,0,23.274556757622378,False,498.4900818358874,1243.0705023501068,505.5614784526408,1242.8833996082328,-37.9092390117399,145.1323436577637,7.073871468117615,
5,-37.90921526,145.1322863,475.7362837,1288.214475,477.3118565,1288.028709,True,28533357#1,0,20.876002074739056,False,500.4659510672209,1245.417977668345,505.62418951615336,1245.2811343494614,-37.90921742369017,145.13234491696534,5.160053293326381,
6,-37.90910912,145.1322292,478.0171809,1294.462773,478.0697274,1294.456577,True,28533357#1,0,9.339109164138938,False,495.20990719943075,1257.0952155441046,505.92582567613636,1256.814083393728,-37.909113586565496,145.13235097362977,10.719605593741594,
7,-37.90907129,145.1320545,479.4925256,1302.843308,479.064506,1302.893773,True,28533357#0,0,6.469078246011809,False,479.7666677701054,1260.9852670580149,481.1011410153329,1271.6929608888274,-37.90897507342677,145.1320721121475,10.790529459514458,
8,-37.90899823,145.131943,480.8408586,1312.132408,480.1834854,1312.212917,True,1272942443#3,0,4.5246480384977,False,469.8014420036343,1268.8959322022274,469.57664474942436,1278.3518466395783,-37.908913008297574,145.13194259855095,9.458586133878637,
9,-37.90898791,145.1319768,482.7968747,1319.726018,481.1286354,1319.930327,True,28533357#0,0,4.472095888139561,False,472.7500981108751,1270.1006384668872,479.1198840997507,1271.9404847750811,-37.90897248604323,145.13204964212295,6.630174053661857,
10,-37.90899972,145.1319742,484.386391,1329.440501,482.3242743,1329.693048,True,28533357#0,0,4.472095888139561,False,472.5477740209899,1268.7855618614703,479.1198840997507,1271.9404847750811,-37.90897248604323,145.13204964212295,7.290141938136463,
11,-37.90901751,145.1319924,485.8438453,1338.927075,483.4904622,1339.215293,True,28533357#0,0,4.472095888139561,False,474.1874259709148,1266.843559361063,479.1198840997507,1271.9404847750811,-37.90897248604323,145.13204964212295,7.0927985921485375,
12,-37.90901455,145.1319873,488.5022528,1349.223895,484.7721613,1349.680719,True,28533357#0,0,4.472095888139561,False,473.73246616404504,1267.1630306923762,479.1198840997507,1271.9404847750811,-37.90897248604323,145.13204964212295,7.200579110482527,
13,-37.90896941,145.1319804,492.4236756,1357.199581,485.78,1357.91,True,28533357#0,0,2.841325271551819,False,473.0254636798054,1272.1598323127255,478.7406855143564,1273.5265557812977,-37.90895812988997,145.1320456920775,5.876367386206785,
14,-37.90894297,145.131967,495.9601828,1366.703132,486.0039295,1365.263893,True,1272942443#3,0,2.3911052415873018,False,471.788579348824,1275.070137896575,471.7095779479007,1278.4028450423548,-37.90891293392117,145.13196686108898,3.3336433733798296,
15,-37.90887888,145.1320367,496.0361873,1377.028582,485.3053289,1378.73971,True,:3157090491_0,0,2.4456127522505264,True,477.77391146775335,1282.3046741429716,478.3938632514145,1282.1694719012883,-37.908880209840206,145.13204371789146,0.6345233330783164,
16,-37.90882528,145.1320149,501.9220752,1387.699555,487.1106644,1390.061362,True,-1272942443#2,0,3.2596574222791,False,475.73812933207955,1288.2139898501337,477.3116826279506,1288.0272341407658,-37.90882724638094,145.13203274833984,1.5845970055279177,
17,-37.9087694,145.1320422,500.604022,1395.907974,488.3544285,1397.861278,True,-1272942443#2,0,9.72955873306784,False,478.0140261184424,1294.4628054881468,478.06926191159073,1294.452628805714,-37.908769501644436,145.13204282569748,0.05616544943344084,
18,-37.90869417,145.1320609,504.0006814,1405.973356,491.1787143,1411.264962,True,-1272942443#2,0,18.222487264540504,False,479.4908106690855,1302.8436415549368,479.06372324937826,1302.8871342262084,-37.908693701116036,145.13205605404534,0.4292962572938619,
19,-37.90861074,145.1320784,503.9163697,1412.936043,492.5040034,1415.852281,True,-1272942443#1,0,3.237478342461828,False,480.8438651517499,1312.1322756661102,480.1835530238781,1312.213468847726,-37.90860988940376,145.13207091094355,0.6652852312771527,
20,-37.90854269,145.1321023,497.0367919,1417.84959,493.2609351,1418.814447,True,1272942443#1,0,90.93349391796863,False,482.79379400459584,1319.72554306034,483.12099827866933,1319.692545953942,-37.90854304630632,145.13210601269537,0.32886387153744895,
21,-37.90845546,145.1321226,495.2116133,1426.083739,493.1417578,1425.231445,True,1272942443#1,0,81.09766397451493,False,484.3845775881782,1329.4407754577696,484.31741899562786,1329.4553390043234,-37.90845531668607,145.132121839746,0.06871952736717482,
22,-37.90837027,145.1321414,489.4098469,1433.965083,488.1451384,1428.846025,True,1272942443#1,0,71.50461521294929,False,485.8480244341772,1338.9269964238629,485.4843080475038,1338.9771536676315,-37.908369752522084,145.13213727609173,0.3671584930751388,
23,-37.90827799,145.1321739,481.3095856,1438.204802,480.3647901,1430.075408,True,1272942443#1,0,60.962192305273966,False,488.5001902099466,1349.224091745913,486.76667804029483,1349.4412928088063,-37.90827572051298,145.13215424004636,1.7470663250296874,
24,-37.90820685,145.1322203,466.7370764,1433.414382,466.537183,1431.647844,True,1272942443#1,0,52.62754626491864,False,492.4214271059027,1357.1998723894358,487.78031596259194,1357.714067178046,-37.90820138033401,145.1321676493581,4.669508424363012,
25,-37.90812188,145.1322627,454.5943196,1434.911206,454.3642938,1433.042414,True,1272942443#1,0,44.75846139659352,False,495.9602517368621,1366.7032498717308,487.9899047539661,1365.546097100929,-37.90813086535936,145.1321718164936,8.053907968355132,
26,-37.90802888,145.1322659,442.4691842,1436.462887,442.2319776,1434.535756,True,1272942443#1,0,31.731797838647182,False,496.0348311266862,1377.028624823317,487.27963891175705,1378.4288055427476,-37.90801468663282,145.132166675794,8.866447809998157,
27,-37.90793382,145.1323353,430.4012506,1436.268973,430.3676643,1435.99611,True,1272942443#1,0,20.26698125372542,False,501.9250388384098,1387.6991943959147,489.08701078778853,1389.7502642044055,-37.90791302642827,145.1321898039711,13.000840418520713,
28,-37.90785963,145.1323222,415.104785,1440.120866,414.8324458,1437.908308,True,1272942443#1,0,12.368398329388471,False,500.60837119829375,1395.9086075816303,490.3321834891751,1397.5500819687093,-37.9078429885343,145.13220573788166,10.406462991644995,
29,-37.90776958,145.1323631,404.4142589,1439.37781,404.3915669,1439.193454,True,1001027006,0,31.284830353538755,False,504.0040537470486,1405.9730398552492,504.50137957100424,1410.5097696092807,-37.9077288017962,145.13236978775487,4.563907299265398,
30,-37.90770684,145.1323637,395.9850461,1442.126178,395.754914,1440.256522,True,1001027006,0,32.1337329463512,False,503.9173287120648,1412.936035762541,503.65758404597705,1410.6027466173405,-37.907727811955425,145.13236021533996,2.3477021801479885,
31,-37.90766134,145.1322866,375.4958763,1443.386937,375.4186672,1442.759669,True,996237862#1,0,1.096705175337793,False,497.0376345060067,1417.8491348931566,495.19861011734713,1418.3174042286898,-37.907656789809295,145.13226579776898,1.8977056865292758,
32,-37.90758683,145.1322677,363.839385,1444.867675,363.7555832,1444.170951,True,:cluster_11820724987_9239946034_9351956751_9351956760_16,0,4.760236028316071,True,495.2103179976111,1426.0838395515457,495.42558297685497,1426.1701675297195,-37.907586091187916,145.13227016713026,0.23193001337565095,
33,-37.90751479,145.1322035,352.7059294,1447.383398,352.4865019,1445.507949,True,-45897403#0,0,94.91729901386061,False,489.4057574639446,1433.9646644862369,489.631707656365,1435.6298144799734,-37.90749983070848,145.13220644826464,1.6804100663515829,
34,-37.90747513,145.1321124,340.6594751,1448.35672,340.6960473,1446.219859,True,1209653412#1,0,2.6468610046303302,False,481.3081544380402,1438.2050546100363,481.3828109207053,1438.9276402495823,-37.90746863424985,145.1321134134197,0.7264321006687271,
35,-37.90751566,145.1319456,330.0232991,1448.921344,330.8540458,1444.93376,True,:cluster_579289_605155831_9106614572_9106614573_#2more_21,0,10.491015445308644,True,466.7333724532509,1433.413797014393,466.78424615474484,1433.8582651824574,-37.90751166530751,145.1319462796728,0.4473701889110768,
36,-37.90749998,145.1318079,316.5734906,1441.69195,317.2628533,1440.413953,True,-1209653410,0,82.58106447279583,False,454.5920527759008,1434.9111229423434,454.6326523164504,1435.2525902872571,-37.907496911309764,145.13180843939944,0.34387246231023477,
37,-37.90748381,145.1316704,305.4285499,1433.311363,307.976275,1431.575725,True,-1209653410,0,70.35765701875657,False,442.4672218367923,1436.4631562512368,442.50078041974257,1436.7456991477673,-37.90748127084486,145.13167084592598,0.28452885068029726,
38,-37.90748338,145.1315332,297.0604525,1420.276327,296.5019474,1421.425252,True,1209653410,0,25.913509562283515,False,430.40376781416126,1436.269112448208,430.3705908268485,1435.9957494560642,-37.907485836528636,145.13153276049977,0.2753689124809887,
39,-37.90744592,145.1313601,287.927023,1419.860716,288.1086715,1418.600529,True,-1209653410,0,42.75070144138455,False,415.1016537717078,1440.120815668255,415.1005608179568,1440.117933129108,-37.90744594576925,145.1313600869167,0.0030827876729173716,
40,-37.90745068,145.1312384,278.1815983,1420.716308,277.7489454,1418.869619,True,1209653410,0,52.08945606627834,False,404.412484067725,1439.378141572699,404.3907104477494,1439.1935597799736,-37.90745233882449,145.13123811037556,0.18586158487579282,
41,-37.9074244,145.1311432,268.9183396,1424.977404,267.9475504,1423.445485,True,-1209653410,0,23.531663529288906,False,395.9841230160673,1442.126512201503,396.0254455684471,1442.4655694903213,-37.90742135315441,145.1311437470972,0.3415660967309843,
42,-37.90740935,145.1309105,261.8516459,1430.831872,261.5907685,1426.625224,True,1209653410,0,81.28260641746407,False,375.4918519165367,1443.38637012057,375.4162260333229,1442.7599697879634,-37.90741497910223,145.13090949738017,0.6309490081627576,
43,-37.9073939,145.1307784,251.4426413,1421.91827,251.4359245,1421.924408,True,:cluster_605155297_605155316_14,0,6.036834359210065,True,363.84335301991086,1444.8679120754823,364.0200083728103,1445.1432226645716,-37.907391451845974,145.13078047124708,0.32711318251134724,
44,-37.90736923,145.1306523,251.7787016,1410.822969,248.9720735,1411.222061,True,-1147258794#0,0,4.401696475337865,False,352.7018488931353,1447.3831122908741,352.7418748877032,1447.7184906381387,-37.90736621606375,145.13065283153693,0.33775836933390446,
45,-37.90735828,145.1305156,248.7183179,1400.988832,247.5246329,1401.161334,True,:cluster_9106614563_9109971234_3,0,8.62040223072014,True,340.65892369800713,1448.3571696281433,340.65538344872294,1448.4552895896522,-37.907357395473014,145.1305155821206,0.09818380829601032,
46,-37.90735128,145.1303948,248.9675343,1387.39599,245.6055873,1387.881831,True,-1147258794#2,0,18.8430038993604,False,330.0227012693649,1448.9209332689643,330.3996565883647,1447.1150739480568,-37.90736761570061,145.13039867402927,1.8447826970759502,
47,-37.90741397,145.1302402,247.1318233,1375.931151,243.9451223,1376.391667,True,1147258794#2,0,15.732263990818197,False,316.5699073582073,1441.691934526898,317.2600500484368,1440.412440789674,-37.90742562066719,145.13024775481455,1.453754159571854,
48,-37.90748745,145.1301116,244.6890716,1363.55454,242.143173,1363.922453,True,:10132758421_4,0,0.9958326653083085,True,305.4270490986528,1433.3114522611722,306.1500810065957,1432.8234026738758,-37.90749197710647,145.13011970922517,0.8723345342033892,
49,-37.90760336,145.1300135,240.9224136,1348.967768,240.0012804,1349.100883,True,:579292_0,0,7.393633792230762,True,297.0601870678365,1420.2765009393916,296.6456398254849,1421.4681944534548,-37.90759255004303,145.13000905857385,1.2617380265338993,
